County_name,county_fips,McCount
Queens,36081,62
Rensselaer,36083,5
Richmond,36085,10
Rockland,36087,8
St. Lawrence,36089,6
Saratoga,36091,10
Schenectady,36093,7
Schoharie,36095,2
Schuyler,36097,1
Seneca,36099,2
Steuben,36101,4
Suffolk,36103,47
Sullivan,36105,3
Tioga,36107,2
Tompkins,36109,3
Ulster,36111,8
Warren,36113,6
Washington,36115,4
Wayne,36117,6
Westchester,36119,25
Wyoming,36121,2
Yates,36123,1
Alamance,37001,9
Alexander,37003,1
Anson,37007,1
Ashe,37009,1
Avery,37011,2
Beaufort,37013,1
Bladen,37017,1
Brunswick,37019,6
Buncombe,37021,14
Burke,37023,4
Cabarrus,37025,11
Caldwell,37027,2
Carteret,37031,5
Caswell,37033,1
Catawba,37035,8
Chatham,37037,2
Cherokee,37039,2
Chowan,37041,1
Clay,37043,1
Cleveland,37045,5
Columbus,37047,3
Craven,37049,7
Cumberland,37051,18
Currituck,37053,2
Dare,37055,3
Davidson,37057,7
Davie,37059,2
Duplin,37061,3
Durham,37063,12
Edgecombe,37065,2
Forsyth,37067,18
Franklin,37069,2
Gaston,37071,11
Graham,37075,1
Granville,37077,2
Greene,37079,1
Guilford,37081,29
Halifax,37083,3
Harnett,37085,6
Haywood,37087,3
Henderson,37089,6
Hertford,37091,2
Hoke,37093,1
Iredell,37097,8
Jackson,37099,2
Johnston,37101,10
Lee,37105,3
Lenoir,37107,3
Lincoln,37109,2
McDowell,37111,3
Macon,37113,2
Martin,37117,2
Mecklenburg,37119,38
Mitchell,37121,1
Montgomery,37123,2
Moore,37125,3
Nash,37127,6
New Hanover,37129,11
Onslow,37133,9
Orange,37135,4
Pamlico,37137,1
Pasquotank,37139,3
Pender,37141,4
Perquimans,37143,1
Person,37145,2
Pitt,37147,10
Polk,37149,1
Randolph,37151,6
Richmond,37153,2
Robeson,37155,6
Rockingham,37157,4
Rowan,37159,4
Rutherford,37161,3
Sampson,37163,3
Scotland,37165,1
Stanly,37167,4
Stokes,37169,1
Surry,37171,6
Swain,37173,1
Transylvania,37175,1
Union,37179,9
Vance,37181,3
Wake,37183,53
Washington,37187,1
Watauga,37189,1
Wayne,37191,6
Wilkes,37193,2
Wilson,37195,5
Yadkin,37197,2
Yancey,37199,1
Burleigh,38015,5
Cass,38017,8
Grand Forks,38035,3
Morton,38059,1
Ramsey,38071,1
Richland,38077,1
Stark,38089,1
Stutsman,38093,1
Ward,38101,2
Williams,38105,1
Adams,39001,3
Allen,39003,9
Ashland,39005,3
Ashtabula,39007,7
Athens,39009,4
Auglaize,39011,3
Belmont,39013,6
Brown,39015,3
Butler,39017,19
Carroll,39019,2
Champaign,39021,1
Clark,39023,7
Clermont,39025,9
Clinton,39027,3
Columbiana,39029,6
Coshocton,39031,1
Crawford,39033,3
Cuyahoga,39035,59
Darke,39037,2
Defiance,39039,3
Delaware,39041,10
Erie,39043,7
Fairfield,39045,5
Fayette,39047,3
Franklin,39049,62
Fulton,39051,2
Gallia,39053,2
Geauga,39055,5
Greene,39057,9
Guernsey,39059,3
Hamilton,39061,38
Hancock,39063,3
Hardin,39065,2
Harrison,39067,1
Henry,39069,1
Highland,39071,2
Hocking,39073,1
Holmes,39075,1
Huron,39077,5
Jackson,39079,3
Jefferson,39081,3
Knox,39083,3
Lake,39085,15
Lawrence,39087,4
Licking,39089,10
Logan,39091,3
Lorain,39093,17
Lucas,39095,25
Madison,39097,3
Mahoning,39099,13
Marion,39101,3
Medina,39103,8
Meigs,39105,1
Mercer,39107,2
Miami,39109,5
Monroe,39111,1
Montgomery,39113,32
Morgan,39115,1
Morrow,39117,2
Muskingum,39119,5
Noble,39121,1
Ottawa,39123,4
Paulding,39125,1
Perry,39127,1
Pickaway,39129,2
Pike,39131,1
Portage,39133,11
Preble,39135,1
Putnam,39137,1
Richland,39139,7
Ross,39141,4
Sandusky,39143,4
Scioto,39145,3
Seneca,39147,2
Shelby,39149,1
Stark,39151,24
Summit,39153,33
Trumbull,39155,13
Tuscarawas,39157,8
Union,39159,3
Van Wert,39161,2
Vinton,39163,1
Warren,39165,9
Washington,39167,6
Wayne,39169,4
Williams,39171,2
Wood,39173,8
Wyandot,39175,2
Adair,40001,1
Atoka,40005,1
Beckham,40009,3
Bryan,40013,1
Caddo,40015,1
Canadian,40017,8
Carter,40019,2
Cherokee,40021,1
Choctaw,40023,1
Cleveland,40027,13
Comanche,40031,6
Cotton,40033,1
Craig,40035,2
Creek,40037,2
Custer,40039,2
Delaware,40041,2
Garfield,40047,4
Garvin,40049,2
Grady,40051,2
Haskell,40061,1
Hughes,40063,1
Jackson,40065,2
Kay,40071,2
Kingfisher,40073,1
Latimer,40077,1
Le Flore,40079,2
Lincoln,40081,3
Logan,40083,1
Love,40085,1
McClain,40087,3
McCurtain,40089,2
McIntosh,40091,3
Marshall,40095,1
Mayes,40097,2
Murray,40099,1
Muskogee,40101,6
Noble,40103,1
Okfuskee,40107,1
Oklahoma,40109,48
Okmulgee,40111,2
Osage,40113,2
Ottawa,40115,1
Pawnee,40117,2
Payne,40119,4
Pittsburg,40121,2
Pontotoc,40123,1
Pottawatomie,40125,3
Pushmataha,40127,1
Rogers,40131,3
Seminole,40133,1
Sequoyah,40135,2
Stephens,40137,1
Texas,40139,1
Tulsa,40143,38
Wagoner,40145,3
Washington,40147,3
Woods,40151,1
Woodward,40153,1
Baker,41001,1
Benton,41003,3
Clackamas,41005,18
Clatsop,41007,2
Columbia,41009,2
Coos,41011,3
Crook,41013,1
Curry,41015,1
Deschutes,41017,10
Douglas,41019,6
Grant,41023,1
Harney,41025,1
Hood River,41027,2
Jackson,41029,7
Jefferson,41031,1
Josephine,41033,4
Klamath,41035,3
Lane,41039,16
Lincoln,41041,2
Linn,41043,4
Malheur,41045,2
Marion,41047,17
Multnomah,41051,26
Polk,41053,3
Sherman,41055,1
Tillamook,41057,1
Umatilla,41059,5
Union,41061,1
Wasco,41065,2
Washington,41067,19
Yamhill,41071,3
Adams,42001,4
Allegheny,42003,54
Armstrong,42005,1
Beaver,42007,7
Bedford,42009,3
Berks,42011,15
Blair,42013,7
Bradford,42015,3
Bucks,42017,24
Butler,42019,8
Cambria,42021,8
Carbon,42025,3
Centre,42027,5
Chester,42029,16
Clarion,42031,2
Clearfield,42033,4
Clinton,42035,3
Columbia,42037,4
Crawford,42039,3
Cumberland,42041,14
Dauphin,42043,17
Delaware,42045,20
Elk,42047,1
Erie,42049,16
Fayette,42051,7
Franklin,42055,6
Fulton,42057,1
Greene,42059,2
Huntingdon,42061,2
Indiana,42063,4
Jefferson,42065,3
Juniata,42067,1
Lackawanna,42069,11
Lancaster,42071,17
Lawrence,42073,5
Lebanon,42075,7
Lehigh,42077,13
Luzerne,42079,14
Lycoming,42081,5
McKean,42083,1
Mercer,42085,7
Mifflin,42087,2
Monroe,42089,6
Montgomery,42091,28
Montour,42093,1
Northampton,42095,9
Northumberland,42097,3
Perry,42099,1
Philadelphia,42101,51
Pike,42103,2
Potter,42105,1
Schuylkill,42107,5
Snyder,42109,1
Somerset,42111,4
Susquehanna,42115,3
Tioga,42117,2
Union,42119,3
Venango,42121,3
Warren,42123,1
Washington,42125,11
Wayne,42127,2
Westmoreland,42129,19
Wyoming,42131,1
York,42133,20
Bristol,44001,1
Kent,44003,6
Newport,44005,2
Providence,44007,20
Washington,44009,4
Abbeville,45001,1
Aiken,45003,9
Anderson,45007,9
Bamberg,45009,1
Barnwell,45011,1
Beaufort,45013,8
Berkeley,45015,8
Charleston,45019,16
Cherokee,45021,4
Chester,45023,2
Chesterfield,45025,2
Clarendon,45027,1
Colleton,45029,2
Darlington,45031,2
Dillon,45033,2
Dorchester,45035,6
Edgefield,45037,1
Fairfield,45039,1
Florence,45041,10
Georgetown,45043,3
Greenville,45045,22
Greenwood,45047,3
Hampton,45049,1
Horry,45051,18
Jasper,45053,3
Kershaw,45055,3
Lancaster,45057,2
Laurens,45059,4
Lee,45061,1
Lexington,45063,15
Marion,45067,1
Marlboro,45069,1
Newberry,45071,2
Oconee,45073,3
Orangeburg,45075,5
Pickens,45077,3
Richland,45079,15
Spartanburg,45083,17
Sumter,45085,6
Union,45087,1
Williamsburg,45089,1
York,45091,11
Beadle,46005,1
Brookings,46011,1
Brown,46013,2
Brule,46015,1
Clay,46027,1
Codington,46029,2
Davison,46035,2
Hughes,46065,1
Lake,46079,1
Lawrence,46081,1
Lincoln,46083,1
Meade,46093,1
Minnehaha,46099,7
Pennington,46103,5
Tripp,46123,1
Union,46127,1
Yankton,46135,1
Anderson,47001,6
Bedford,47003,2
Benton,47005,1
Bledsoe,47007,1
Blount,47009,6
Bradley,47011,5
Campbell,47013,1
Cannon,47015,1
Carroll,47017,2
Carter,47019,3
Cheatham,47021,2
Chester,47023,1
Claiborne,47025,1
Cocke,47029,1
Coffee,47031,2
Crockett,47033,1
Cumberland,47035,2
Davidson,47037,34
Decatur,47039,1
DeKalb,47041,1
Dickson,47043,4
Dyer,47045,3
Fayette,47047,2
Fentress,47049,1
Franklin,47051,1
Gibson,47053,4
Giles,47055,1
Greene,47059,5
Grundy,47061,1
Hamblen,47063,4
Hamilton,47065,17
Hardeman,47069,1
Hardin,47071,1
Hawkins,47073,3
Haywood,47075,1
Henderson,47077,2
Henry,47079,1
Hickman,47081,1
Humphreys,47085,2
Jefferson,47089,3
Johnson,47091,1
Knox,47093,26
Lauderdale,47097,1
Lawrence,47099,1
Lewis,47101,1
Lincoln,47103,1
Loudon,47105,3
McMinn,47107,2
McNairy,47109,1
Macon,47111,1
Madison,47113,5
Marion,47115,1
Marshall,47117,2
Maury,47119,5
Monroe,47123,3
Montgomery,47125,7
Obion,47131,1
Overton,47133,1
Polk,47139,1
Putnam,47141,4
Rhea,47143,3
Roane,47145,3
Robertson,47147,3
Rutherford,47149,15
Scott,47151,1
Sequatchie,47153,1
Sevier,47155,8
Shelby,47157,46
Smith,47159,2
Stewart,47161,1
Sullivan,47163,11
Sumner,47165,6
Tipton,47167,2
Trousdale,47169,1
Unicoi,47171,1
Union,47173,1
Warren,47177,1
Washington,47179,9
Wayne,47181,1
Weakley,47183,2
White,47185,1
Williamson,47187,7
Wilson,47189,7
Anderson,48001,2
Angelina,48005,3
Aransas,48007,2
Atascosa,48013,2
Austin,48015,1
Bailey,48017,1
Bastrop,48021,3
Bee,48025,2
Bell,48027,14
Bexar,48029,86
Bowie,48037,7
Brazoria,48039,14
Brazos,48041,10
Brewster,48043,1
Brooks,48047,1
Brown,48049,1
Burleson,48051,1
Burnet,48053,2
Caldwell,48055,2
Calhoun,48057,1
Cameron,48061,22
Camp,48063,1
Cass,48067,1
Chambers,48071,3
Cherokee,48073,2
Childress,48075,1
Collin,48085,36
Colorado,48089,2
Comal,48091,7
Cooke,48097,1
Coryell,48099,3
Culberson,48109,1
Dallam,48111,1
Dallas,48113,117
Dawson,48115,1
Deaf Smith,48117,1
Denton,48121,28
DeWitt,48123,1
Dimmit,48127,1
Eastland,48133,1
Ector,48135,5
Ellis,48139,6
El Paso,48141,42
Erath,48143,2
Falls,48145,1
Fannin,48147,1
Fayette,48149,3
Fort Bend,48157,27
Freestone,48161,1
Frio,48163,1
Gaines,48165,1
Galveston,48167,18
Garza,48169,1
Gillespie,48171,1
Gonzales,48177,1
Gray,48179,1
Grayson,48181,5
Gregg,48183,10
Grimes,48185,1
Guadalupe,48187,4
Hale,48189,2
Hardin,48199,3
Harris,48201,211
Harrison,48203,3
Hays,48209,8
Henderson,48213,3
Hidalgo,48215,31
Hill,48217,2
Hockley,48219,1
Hood,48221,2
Hopkins,48223,1
Houston,48225,1
Howard,48227,1
Hunt,48231,4
Hutchinson,48233,1
Jackson,48239,1
Jasper,48241,2
Jefferson,48245,11
Jim Wells,48249,3
Johnson,48251,5
Kaufman,48257,3
Kendall,48259,2
Kerr,48265,4
Kimble,48267,1
Kleberg,48273,2
Lamar,48277,1
Lamb,48279,1
Lampasas,48281,1
La Salle,48283,1
Lavaca,48285,1
Lee,48287,1
Liberty,48291,5
Limestone,48293,1
Live Oak,48297,1
Lubbock,48303,15
McCulloch,48307,1
McLennan,48309,9
Madison,48313,1
Marion,48315,1
Matagorda,48321,2
Maverick,48323,3
Medina,48325,3
Midland,48329,4
Milam,48331,1
Montague,48337,1
Montgomery,48339,23
Moore,48341,2
Morris,48343,1
Nacogdoches,48347,3
Navarro,48349,2
Nolan,48353,1
Nueces,48355,20
Ochiltree,48357,1
Orange,48361,4
Palo Pinto,48363,1
Panola,48365,1
Parker,48367,5
Pecos,48371,1
Polk,48373,2
Potter,48375,8
Randall,48381,6
Red River,48387,1
Refugio,48391,1
Robertson,48395,2
Rockwall,48397,3
Rusk,48401,1
San Patricio,48409,5
Scurry,48415,1
Shelby,48419,1
Smith,48423,11
Starr,48427,1
Stephens,48429,1
Tarrant,48439,85
Taylor,48441,4
Terry,48445,1
Titus,48449,2
Tom Green,48451,4
Travis,48453,36
Trinity,48455,1
Tyler,48457,1
Upshur,48459,1
Uvalde,48463,2
Val Verde,48465,3
Van Zandt,48467,1
Victoria,48469,4
Walker,48471,2
Waller,48473,3
Ward,48475,1
Washington,48477,2
Webb,48479,16
Wharton,48481,3
Wheeler,48483,1
Wichita,48485,8
Wilbarger,48487,1
Willacy,48489,1
Williamson,48491,19
Wilson,48493,1
Wise,48497,3
Wood,48499,2
Yoakum,48501,1
Young,48503,1
Zapata,48505,1
Beaver,49001,1
Box Elder,49003,2
Cache,49005,4
Carbon,49007,1
Davis,49011,14
Duchesne,49013,1
Grand,49019,1
Iron,49021,2
Kane,49025,1
Millard,49027,1
Salt Lake,49035,49
Sanpete,49039,1
Sevier,49041,1
Summit,49043,1
Tooele,49045,2
Uintah,49047,1
Utah,49049,16
Wasatch,49051,1
Washington,49053,5
Weber,49057,11
Addison,50001,1
Bennington,50003,2
Caledonia,50005,2
Chittenden,50007,8
Franklin,50011,3
Lamoille,50015,1
Orange,50017,1
Orleans,50019,1
Rutland,50021,4
Washington,50023,2
Windham,50025,1
Windsor,50027,2
Accomack,51001,2
Albemarle,51003,3
Alleghany,51005,1
Amelia,51007,1
Amherst,51009,2
Appomattox,51011,1
Arlington,51013,11
Augusta,51015,4
Bedford,51019,3
Botetourt,51023,1
Brunswick,51025,1
Buchanan,51027,1
Buckingham,51029,1
Campbell,51031,3
Caroline,51033,2
Carroll,51035,2
Chesterfield,51041,13
Clarke,51043,1
Culpeper,51047,1
Dickenson,51051,1
Dinwiddie,51053,1
Essex,51057,1
Fairfax,51059,50
Fauquier,51061,4
Franklin,51067,1
Frederick,51069,6
Giles,51071,1
Gloucester,51073,2
Greene,51079,1
Greensville,51081,1
Halifax,51083,2
Hanover,51085,5
Henrico,51087,18
Henry,51089,3
Isle of Wight,51093,1
James City,51095,3
King George,51099,1
King William,51101,1
Lancaster,51103,1
Lee,51105,1
Loudoun,51107,13
Louisa,51109,2
Madison,51113,1
Mecklenburg,51117,3
Montgomery,51121,3
Nelson,51125,1
New Kent,51127,1
Northampton,51131,2
Nottoway,51135,1
Orange,51137,2
Page,51139,2
Pittsylvania,51143,2
Powhatan,51145,1
Prince Edward,51147,1
Prince George,51149,1
Prince William,51153,23
Pulaski,51155,3
Richmond,51159,1
Roanoke,51161,4
Rockbridge,51163,2
Rockingham,51165,3
Russell,51167,2
Scott,51169,1
Shenandoah,51171,3
Smyth,51173,2
Spotsylvania,51177,6
Stafford,51179,9
Sussex,51183,1
Tazewell,51185,4
Warren,51187,2
Washington,51191,4
Westmoreland,51193,1
Wise,51195,2
Wythe,51197,3
York,51199,5
Alexandria City,51510,7
Bristol City,51520,1
Charlottesville City,51540,2
Chesapeake City,51550,12
Colonial Heights City,51570,2
Danville City,51590,4
Emporia City,51595,1
Fairfax City,51600,5
Franklin City,51620,1
Fredericksburg City,51630,4
Galax City,51640,1
Hampton City,51650,10
Harrisonburg City,51660,4
Hopewell City,51670,1
Lynchburg City,51680,4
Manassas City,51683,3
Martinsville City,51690,1
Newport News City,51700,8
Norfolk City,51710,16
Norton City,51720,1
Petersburg City,51730,2
Poquoson City,51735,1
Portsmouth City,51740,3
Richmond City,51760,11
Roanoke City,51770,4
Salem City,51775,3
Suffolk City,51800,4
Virginia Beach City,51810,20
Waynesboro City,51820,3
Williamsburg City,51830,1
Winchester City,51840,4
Adams,53001,2
Asotin,53003,1
Benton,53005,9
Chelan,53007,2
Clallam,53009,2
Clark,53011,14
Cowlitz,53015,4
Douglas,53017,1
Franklin,53021,2
Grant,53025,4
Grays Harbor,53027,4
Island,53029,2
Jefferson,53031,1
King,53033,71
Kitsap,53035,11
Kittitas,53037,2
Klickitat,53039,2
Lewis,53041,5
Mason,53045,3
Okanogan,53047,2
Pacific,53049,2
Pend Oreille,53051,1
Pierce,53053,33
Skagit,53057,5
Snohomish,53061,30
Spokane,53063,24
Stevens,53065,2
Thurston,53067,10
Walla Walla,53071,2
Whatcom,53073,8
Whitman,53075,2
Yakima,53077,10
Barbour,54001,1
Berkeley,54003,4
Boone,54005,1
Braxton,54007,1
Brooke,54009,1
Cabell,54011,7
Fayette,54019,3
Gilmer,54021,1
Grant,54023,1
Greenbrier,54025,3
Hampshire,54027,1
Hancock,54029,2
Hardy,54031,1
Harrison,54033,5
Jackson,54035,3
Jefferson,54037,3
Kanawha,54039,12
Lewis,54041,1
Lincoln,54043,1
Logan,54045,2
McDowell,54047,1
Marion,54049,4
Marshall,54051,1
Mason,54053,1
Mercer,54055,3
Mineral,54057,1
Mingo,54059,1
Monongalia,54061,5
Morgan,54065,1
Nicholas,54067,1
Ohio,54069,3
Pleasants,54073,1
Preston,54077,1
Putnam,54079,4
Raleigh,54081,4
Randolph,54083,1
Ritchie,54085,1
Roane,54087,1
Summers,54089,1
Taylor,54091,1
Tucker,54093,1
Upshur,54097,1
Wayne,54099,2
Wetzel,54103,1
Wood,54107,5
Wyoming,54109,1
Adams,55001,1
Ashland,55003,1
Barron,55005,2
Brown,55009,15
Calumet,55015,3
Chippewa,55017,4
Clark,55019,2
Columbia,55021,3
Crawford,55023,1
Dane,55025,28
Dodge,55027,4
Door,55029,2
Douglas,55031,2
Dunn,55033,1
Eau Claire,55035,4
Fond du Lac,55039,5
Grant,55043,2
Green,55045,2
Green Lake,55047,1
Iowa,55049,1
Jackson,55053,1
Jefferson,55055,5
Juneau,55057,1
Kenosha,55059,9
Kewaunee,55061,1
La Crosse,55063,4
Lafayette,55065,1
Langlade,55067,1
Lincoln,55069,2
Manitowoc,55071,4
Marathon,55073,7
Marinette,55075,2
Marquette,55077,1
Milwaukee,55079,49
Monroe,55081,2
Oconto,55083,2
Oneida,55085,3
Outagamie,55087,9
Ozaukee,55089,7
Pepin,55091,1
Polk,55095,3
Portage,55097,4
Price,55099,1
Racine,55101,10
Richland,55103,1
Rock,55105,11
Rusk,55107,1
St. Croix,55109,5
Sauk,55111,6
Sawyer,55113,1
Shawano,55115,2
Sheboygan,55117,6
Taylor,55119,1
Trempealeau,55121,2
Vernon,55123,1
Vilas,55125,1
Walworth,55127,6
Washburn,55129,1
Washington,55131,8
Waukesha,55133,19
Waupaca,55135,3
Waushara,55137,1
Winnebago,55139,8
Wood,55141,3
Albany,56001,2
Campbell,56005,1
Carbon,56007,1
Converse,56009,1
Fremont,56013,2
Goshen,56015,1
Hot Springs,56017,1
Johnson,56019,1
Laramie,56021,5
Natrona,56025,2
Park,56029,2
Sheridan,56033,2
Sweetwater,56037,3
Teton,56039,1
Uinta,56041,1
Washakie,56043,1
