State,County,FIPS,CensusTract,POP2010,OHU2010,MedianFamilyIncome,lapop20,lalowi20,lasnap20,TractLOWI,TractSNAP,lapop20_share,lalowi20_share,lasnap20_share
IL,Marion,17121,2.05463E+11,39437,16148,621669,0,0,0,15776,2984,0,0,0
IL,Marshall,17123,85619806500,12640,5161,323058,0,0,0,3422,335,0,0,0
IL,Mason,17125,1.02756E+11,14666,6079,332016,0,0,0,5358,932,0,0,0
IL,Massac,17127,68511881000,15429,6362,208167,0,0,0,5893,1187,0,0,0
IL,McDonough,17109,1.7109E+11,32612,13057,528098,0,0,0,12008,1688,0,0,0
IL,McHenry,17111,8.89817E+11,308760,109199,4522602,0,0,0,58740,6315,0,0,0
IL,McLean,17113,7.01633E+11,169572,65104,3150337,0,0,0,45331,5738,0,0,0
IL,Menard,17129,51387030600,12705,5140,220012,0,0,0,3258,434,0,0,0
IL,Mercer,17131,68524161000,16434,6734,253981,0,0,0,4559,571,0,0,0
IL,Monroe,17133,1.02802E+11,32957,12589,493894,0,0,0,5816,369,0,0,0
IL,Montgomery,17135,1.37088E+11,30104,11652,431934,0,0,0,8641,1355,0,0,0
IL,Morgan,17137,1.7138E+11,35547,14104,603557,0,0,0,11287,2025,0,0,0
IL,Moultrie,17139,68559908200,14846,5758,223255,0,0,0,5387,640,0,0,0
IL,Ogle,17141,1.88562E+11,53497,20856,763923,0,0,0,14631,2026,0,0,0
IL,Peoria,17143,8.22864E+11,186494,75793,2869993,0,0,0,60962,9579,0,0,0
IL,Perry,17145,1.0287E+11,22350,8335,329597,0,0,0,7438,1337,0,0,0
IL,Piatt,17147,68591818600,16729,6782,298055,0,0,0,3533,474,0,0,0
IL,Pike,17149,85749763000,16430,6639,250030,0,0,0,6365,982,0,0,0
IL,Pope,17151,34303942500,4470,1829,106719,0,0,0,1423,194,0,0,0
IL,Pulaski,17153,34307942100,6161,2642,98036,0,0,0,3015,530,0,0,0
IL,Putnam,17155,34311909100,6006,2509,137337,0,0,0,1488,214,0,0,0
IL,Randolph,17157,1.54422E+11,33476,12314,547182,0,0,0,9158,1074,0,0,0
IL,Richland,17159,85799890500,16233,6726,277797,0,0,0,5710,860,0,0,0
IL,Rock Island,17161,6.86441E+11,147546,61303,2280242,0,0,0,49557,7875,0,0,0
IL,Saline,17165,1.54494E+11,24913,10379,428884,0,0,0,10640,2149,0,0,0
IL,Sangamon,17167,9.09851E+11,197465,82986,3475702,0,0,0,58098,10285,0,0,0
IL,Schuyler,17169,51509910600,7544,3040,181589,0,0,0,2464,273,0,0,0
IL,Scott,17171,34343941300,5355,2214,123232,0,0,0,1640,278,0,0,0
IL,Shelby,17173,1.03044E+11,22363,9216,345403,0,0,0,7398,935,0,0,0
IL,St. Clair,17163,1.02981E+12,270056,105045,3643902,0,0,0,93245,15855,0,0,0
IL,Stark,17175,34351902900,5994,2425,125777,0,0,0,1877,219,0,0,0
IL,Stephenson,17177,2.23301E+11,47711,19845,704526,0,0,0,17519,2952,0,0,0
IL,Tazewell,17179,5.15371E+11,135394,54146,2093299,0,0,0,33149,4836,0,0,0
IL,Union,17181,85909751500,17808,7167,250193,0,0,0,6608,1107,0,0,0
IL,Vermilion,17183,4.12392E+11,81625,32655,1245785,0,0,0,32014,4948,0,0,0
IL,Wabash,17185,68743829400,11947,5012,245368,0,0,0,3911,527,0,0,0
IL,Warren,17187,85939351500,17707,6918,281113,0,0,0,6463,902,0,0,0
IL,Washington,17189,68759801000,14716,5926,264497,0,0,0,4173,437,0,0,0
IL,Wayne,17191,85959775500,16760,7102,268633,0,0,0,6152,816,0,0,0
IL,White,17193,85969791000,14665,6313,290481,0,0,0,5081,819,0,0,0
IL,Whiteside,17195,3.0951E+11,58498,23740,1073893,0,0,0,18812,2744,0,0,0
IL,Will,17197,2.61408E+12,677560,225256,12601089,0,0,0,141804,18675,0,0,0
IL,Williamson,17199,2.57985E+11,66357,27421,867581,0,0,0,22996,3984,0,0,0
IL,Winnebago,17201,1.32448E+12,295266,115501,4120293,0,0,0,107388,18575,0,0,0
IL,Woodford,17203,1.54827E+11,38664,14276,691097,0,0,0,8893,899,0,0,0
IN,Adams,18001,1.26007E+11,34387,12011,401671,0,0,0,14116,1247,0,0,0
IN,Allen,18003,1.72829E+12,355329,137851,5308917,0,0,0,124026,17556,0,0,0
IN,Bartholomew,18005,2.70075E+11,76794,29860,1021491,0,0,0,23774,3158,0,0,0
IN,Benton,18007,54021300600,8854,3479,168958,0,0,0,3315,521,0,0,0
IN,Blackford,18009,72039901000,12766,5236,184786,0,0,0,4658,931,0,0,0
IN,Boone,18011,1.80118E+11,56640,21149,858188,0,0,0,11432,1320,0,0,0
IN,Brown,18013,72055899000,15242,6199,244970,0,0,0,4907,618,0,0,0
IN,Carroll,18015,1.26112E+11,20155,7900,438207,0,0,0,6044,617,0,0,0
IN,Cass,18017,1.98197E+11,38966,14858,552743,0,0,0,15781,1922,0,0,0
IN,Clark,18019,4.68495E+11,110232,44248,1559423,0,0,0,33792,4466,0,0,0
IN,Clay,18021,1.08126E+11,26890,10447,343398,0,0,0,9920,1440,0,0,0
IN,Clinton,18023,1.44192E+11,33224,12105,475906,0,0,0,11640,1488,0,0,0
IN,Crawford,18025,54077856000,10713,4303,144390,0,0,0,4210,726,0,0,0
IN,Daviess,18027,1.26196E+11,31648,11329,404751,0,0,0,11643,1132,0,0,0
IN,DeKalb,18033,1.62297E+11,42223,15951,516545,0,0,0,13740,1787,0,0,0
IN,Dearborn,18029,1.80291E+11,50047,18743,698244,0,0,0,12198,1722,0,0,0
IN,Decatur,18031,1.08192E+11,25740,9977,322515,0,0,0,9507,1179,0,0,0
IN,Delaware,18035,5.4105E+11,117671,46516,1360666,0,0,0,48437,7364,0,0,0
IN,Dubois,18037,1.26266E+11,41889,16133,460502,0,0,0,10485,803,0,0,0
IN,Elkhart,18039,6.49404E+11,197559,70244,1914938,0,0,0,77466,10438,0,0,0
IN,Fayette,18041,1.26294E+11,24277,9719,322745,0,0,0,10453,1939,0,0,0
IN,Floyd,18043,3.60861E+11,74578,29479,1216216,0,0,0,21160,3253,0,0,0
IN,Fountain,18045,90229789000,17240,6935,265047,0,0,0,6088,743,0,0,0
IN,Franklin,18047,90239839100,23087,8579,298209,0,0,0,7698,890,0,0,0
IN,Fulton,18049,1.083E+11,20836,8237,316127,0,0,0,8164,1095,0,0,0
IN,Gibson,18051,1.26357E+11,33503,13255,416782,0,0,0,10300,1146,0,0,0
IN,Grant,18053,2.88848E+11,70061,27245,766394,0,0,0,26334,4278,0,0,0
IN,Greene,18055,1.62504E+11,33165,13487,477775,0,0,0,12026,1667,0,0,0
IN,Hamilton,18057,7.04227E+11,274569,99835,3864670,0,0,0,40423,4008,0,0,0
IN,Hancock,18059,1.80594E+11,70002,26304,727833,0,0,0,15505,1861,0,0,0
IN,Harrison,18061,1.08366E+11,39364,15192,390288,0,0,0,10985,1583,0,0,0
IN,Hendricks,18063,3.79327E+11,145448,52368,1638772,0,0,0,28608,2644,0,0,0
IN,Henry,18065,2.34858E+11,49462,19077,652437,0,0,0,17916,2545,0,0,0
IN,Howard,18067,3.6134E+11,82752,34301,1111259,0,0,0,30598,4774,0,0,0
IN,Huntington,18069,1.6263E+11,37124,14218,517816,0,0,0,11821,1588,0,0,0
IN,Jackson,18071,1.8072E+11,42376,16501,546842,0,0,0,15481,1881,0,0,0
IN,Jasper,18073,1.44585E+11,33478,12232,529420,0,0,0,8715,1123,0,0,0
IN,Jay,18075,1.26532E+11,21253,8133,359112,0,0,0,8289,1050,0,0,0
IN,Jefferson,18077,1.26546E+11,32428,12635,380084,0,0,0,12248,1666,0,0,0
IN,Jennings,18079,1.0848E+11,28525,10680,322470,0,0,0,10817,1608,0,0,0
IN,Johnson,18081,3.97795E+11,139654,52242,1503174,0,0,0,38308,4607,0,0,0
IN,Knox,18083,1.8084E+11,38440,15249,540585,0,0,0,12622,1925,0,0,0
IN,Kosciusko,18085,3.43633E+11,77358,29197,1165012,0,0,0,24115,2608,0,0,0
IN,LaGrange,18087,1.44704E+11,37128,11598,419505,0,0,0,16996,909,0,0,0
IN,LaPorte,18091,5.06549E+11,111467,42331,1615233,0,0,0,37155,6209,0,0,0
IN,Lake,18089,2.11642E+12,496005,188157,6402752,0,0,0,180038,29528,0,0,0
IN,Lawrence,18093,1.8094E+11,46134,18811,516798,0,0,0,16839,2337,0,0,0
IN,Madison,18095,6.69515E+11,131636,51927,1890943,0,0,0,48157,8009,0,0,0
IN,Marion,18097,4.05381E+12,903393,366176,11703079,0,0,0,386839,61605,0,0,0
IN,Marshall,18099,2.17188E+11,47051,17406,697629,0,0,0,16514,1701,0,0,0
IN,Martin,18101,54305850600,10334,4216,170949,0,0,0,3421,477,0,0,0
IN,Miami,18103,1.8104E+11,36903,13456,516740,0,0,0,14062,2325,0,0,0
IN,Monroe,18105,5.61255E+11,137974,54864,1815868,0,0,0,54819,4979,0,0,0
IN,Montgomery,18107,1.62972E+11,38124,14979,484964,0,0,0,14095,2132,0,0,0
IN,Morgan,18109,2.35424E+11,68894,25765,793320,0,0,0,20588,3215,0,0,0
IN,Newton,18111,72444402200,14244,5503,219946,0,0,0,5006,660,0,0,0
IN,Noble,18113,1.8114E+11,47536,17355,583180,0,0,0,16690,1813,0,0,0
IN,Ohio,18115,36231931500,6128,2477,118672,0,0,0,1745,155,0,0,0
IN,Orange,18117,1.08708E+11,19840,7872,290610,0,0,0,9126,1191,0,0,0
IN,Owen,18119,90599778500,21575,8486,267162,0,0,0,7981,1193,0,0,0
IN,Parke,18121,72484121000,17339,6222,206442,0,0,0,6948,768,0,0,0
IN,Perry,18123,90619762000,19338,7476,292708,0,0,0,6084,754,0,0,0
IN,Pike,18125,72503816200,12845,5186,214515,0,0,0,3923,528,0,0,0
IN,Porter,18127,5.80067E+11,164343,61998,2290894,0,0,0,40265,5021,0,0,0
IN,Posey,18129,1.26903E+11,25910,10171,491556,0,0,0,6004,869,0,0,0
IN,Pulaski,18131,72527836200,13402,5282,202678,0,0,0,4839,725,0,0,0
IN,Putnam,18133,1.26938E+11,37963,12917,411942,0,0,0,9096,1253,0,0,0
IN,Randolph,18135,1.45088E+11,26171,10451,398441,0,0,0,11293,1373,0,0,0
IN,Ripley,18137,1.08828E+11,28818,10789,361326,0,0,0,8821,941,0,0,0
IN,Rush,18139,90699871500,17392,6767,282789,0,0,0,6411,927,0,0,0
IN,Scott,18143,90719834500,24181,9397,259974,0,0,0,9399,1501,0,0,0
IN,Shelby,18145,1.81457E+11,44436,17302,583459,0,0,0,14608,2148,0,0,0
IN,Spencer,18147,90739764500,20952,8082,311623,0,0,0,5813,701,0,0,0
IN,St. Joseph,18141,1.36058E+12,266931,103069,4094857,0,0,0,97604,14196,0,0,0
IN,Starke,18149,1.2705E+11,23363,9038,327230,0,0,0,10361,1425,0,0,0
IN,Steuben,18151,1.63368E+11,34185,13310,515043,0,0,0,11133,1354,0,0,0
IN,Sullivan,18153,90765251500,21475,7823,291870,0,0,0,7201,1165,0,0,0
IN,Switzerland,18155,54467897400,10613,4034,148348,0,0,0,4586,633,0,0,0
IN,Tippecanoe,18157,6.71809E+11,172780,65532,2113197,0,0,0,69324,6764,0,0,0
IN,Tipton,18159,72636081000,15936,6376,258520,0,0,0,4161,517,0,0,0
IN,Union,18161,36323921500,7516,2938,117906,0,0,0,2473,380,0,0,0
IN,Vanderburgh,18163,8.89988E+11,179703,74454,2491899,0,0,0,65230,9685,0,0,0
IN,Vermillion,18165,90825101500,16212,6619,266751,0,0,0,5745,751,0,0,0
IN,Vigo,18167,5.08676E+11,107848,41361,1375148,0,0,0,41837,5911,0,0,0
IN,Wabash,18169,1.45353E+11,32888,12777,423823,0,0,0,11329,1463,0,0,0
IN,Warren,18171,36343902100,8508,3337,135833,0,0,0,1979,248,0,0,0
IN,Warrick,18173,1.99903E+11,59689,22505,790911,0,0,0,13169,1460,0,0,0
IN,Washington,18175,1.09056E+11,28262,10850,299807,0,0,0,10990,1536,0,0,0
IN,Wayne,18177,3.09009E+11,68917,27551,835104,0,0,0,28446,4817,0,0,0
IN,Wells,18179,1.27253E+11,27636,10780,415663,0,0,0,8800,1150,0,0,0
IN,White,18181,1.45456E+11,24643,9741,479708,0,0,0,6956,807,0,0,0
IN,Whitley,18183,1.27281E+11,33292,13001,439681,0,0,0,8421,1134,0,0,0
KS,Allen,20001,1.0001E+11,13371,5475,244301,0,0,0,5604,733,0,0,0
KS,Anderson,20003,40007907300,8102,3260,115415,0,0,0,3019,379,0,0,0
KS,Atchison,20005,80020327000,16924,6241,223568,0,0,0,6140,879,0,0,0
KS,Barber,20007,40015936300,4861,2139,120580,7.840357678,2.728075847,0.29142928,1590,162,0.161291045,0.0561217,0.179894617
KS,Barton,20009,1.6008E+11,27674,11283,447314,0,0,0,10327,1266,0,0,0
KS,Bourbon,20011,1.0006E+11,15173,5986,267076,0,0,0,6218,745,0,0,0
KS,Brown,20013,60040442100,9984,4094,157881,0,0,0,4019,563,0,0,0
KS,Butler,20015,2.60195E+11,65880,23992,895857,190.7220032,76.35537453,6.336417385,17761,2056,0.289499094,0.11590069,0.308191507
KS,Chase,20017,20017960600,2790,1150,58929,239.5015435,63.18181235,9.832703772,980,98,8.584284713,2.264581088,10.0333712
KS,Chautauqua,20019,20019964600,3669,1612,46597,3.564035014,1.276652133,0.276311268,1374,220,0.097139139,0.034795643,0.125596031
KS,Cherokee,20021,1.20132E+11,21603,8625,311794,0,0,0,7821,1240,0,0,0
KS,Cheyenne,20023,20023950200,2726,1260,55352,0,0,0,902,75,0,0,0
KS,Clark,20025,20025967100,2215,923,59179,2011.271947,671.2612898,61.50228447,703,70,90.80234524,30.3052501,87.86040639
KS,Clay,20027,40054916300,8535,3559,124947,0,0,0,2283,185,0,0,0
KS,Cloud,20029,80119909000,9533,3910,203379,0,0,0,3431,339,0,0,0
KS,Coffey,20031,60095898600,8601,3497,205948,0,0,0,2341,312,0,0,0
KS,Comanche,20033,20033967600,1891,824,58173,12.53390369,1.232843008,0.169123818,499,60,0.66281881,0.065195294,0.28187303
KS,Cowley,20035,2.2039E+11,36311,13940,580639,229.0574774,82.21200809,6.976987706,13654,1690,0.630821176,0.226410752,0.412839509
KS,Crawford,20037,2.20418E+11,39134,15729,584091,0,0,0,17156,1953,0,0,0
KS,Decatur,20039,40079902300,2961,1378,99818,12.77031638,4.841205959,0.667961229,1168,155,0.431283903,0.163499019,0.430942728
KS,Dickinson,20041,1.20247E+11,19754,8073,360566,0,0,0,6192,731,0,0,0
KS,Doniphan,20043,60129060600,7945,3136,188767,0,0,0,2402,331,0,0,0
KS,Douglas,20045,4.4099E+11,110826,43576,1516855,0,0,0,37078,2983,0,0,0
KS,Edwards,20047,40095939300,3037,1302,114036,23.40494872,8.644541389,0.659651634,943,89,0.770660149,0.28464081,0.741181611
KS,Elk,20049,20049965100,2882,1284,48200,1257.849554,484.0768628,52.26010391,1116,119,43.64502269,16.79656012,43.91605371
KS,Ellis,20051,1.20306E+11,28452,11908,388520,0,0,0,10342,873,0,0,0
KS,Ellsworth,20053,40106173300,6497,2463,119344,0,0,0,1742,149,0,0,0
KS,Finney,20055,2.40672E+11,36776,12359,732117,78.93470831,18.44347968,2.191144719,16325,1625,0.21463647,0.050150858,0.134839675
KS,Ford,20057,1.40406E+11,33848,11145,402893,977.7880138,363.7832587,35.66567372,14821,1127,2.888761563,1.07475555,3.164656053
KS,Franklin,20059,1.003E+11,25992,10104,293396,0,0,0,7998,1126,0,0,0
KS,Geary,20061,1.60488E+11,34362,12690,413499,0,0,0,13133,1266,0,0,0
KS,Gove,20063,40127910300,2695,1154,110774,72.37118604,25.32864069,1.469828006,933,53,2.685387237,0.939838245,2.773260389
KS,Graham,20065,40131904300,2597,1196,119051,0.041492984,0.014263213,0.000334891,797,51,0.001597728,0.000549219,0.000656649
KS,Grant,20067,40135927300,7829,2716,121420,0,0,0,2580,175,0,0,0
KS,Gray,20069,40139925300,6006,2153,131057,478.5266779,162.8581589,3.70579526,1756,128,7.967477155,2.711591057,2.895152547
KS,Greeley,20071,20071958100,1247,525,59250,1246.731196,431.5363236,11.14364322,411,10,99.97844395,34.60596019,111.4364322
KS,Greenwood,20073,60221897100,6689,2988,156656,78.46249019,20.54487196,4.700292421,2572,358,1.173007777,0.307144147,1.312930844
KS,Hamilton,20075,20075958600,2690,1060,51087,2611.042206,1077.75125,76.49359969,1092,75,97.06476602,40.06510223,101.9914663
KS,Harper,20077,60233885100,6034,2545,172511,0,0,0,1982,162,0,0,0
KS,Harvey,20079,1.20474E+11,34684,13411,381196,0,0,0,10917,1270,0,0,0
KS,Haskell,20081,20081463100,4256,1510,66719,3888.135357,1430.381225,51.79966451,1569,53,91.35656384,33.60858141,97.73521606
KS,Hodgeman,20083,20083461100,1916,803,64464,0.095180992,0.026053738,0.003683294,522,63,0.004967693,0.001359798,0.005846498
KS,Jackson,20085,60255248100,13462,5228,193404,0,0,0,3779,325,0,0,0
KS,Jefferson,20087,80348080703,19126,7366,277090,0,0,0,4503,509,0,0,0
KS,Jewell,20089,40179152300,3077,1450,103495,0,0,0,1120,96,0,0,0
KS,Johnson,20091,2.61184E+12,544179,212882,12021714,0,0,0,98790,9192,0,0,0
KS,Kearny,20093,20093959100,3977,1400,62036,929.0214824,236.1236012,17.49648039,1262,71,23.35985623,5.937229097,24.64293013
KS,Kingman,20095,60287883600,7858,3227,183611,0,0,0,2489,216,0,0,0
KS,Kiowa,20097,20097969100,2553,1014,59643,2161.473622,818.3267094,87.69015603,854,108,84.66406667,32.05353347,81.19458892
KS,Labette,20099,1.608E+11,21607,8822,400233,0,0,0,8721,871,0,0,0
KS,Lane,20101,20101956600,1750,799,64805,0,0,0,385,68,0,0,0
KS,Leavenworth,20103,3.2165E+11,76227,26447,1160183,0,0,0,17934,1959,0,0,0
KS,Lincoln,20105,20105086100,3241,1423,57009,4.37147365,1.270729431,0.163872587,1209,93,0.134880396,0.039207943,0.176207083
KS,Linn,20107,40215910300,9656,4020,110890,0,0,0,3305,460,0,0,0
KS,Logan,20109,20109954600,2756,1219,64324,349.7298845,161.6529243,10.71657726,987,86,12.68976359,5.865490722,12.46113635
KS,Lyon,20111,1.60888E+11,33690,13303,434540,0,0,0,14892,1828,0,0,0
KS,Marion,20115,80461958600,12660,5005,238940,0,0,0,3900,360,0,0,0
KS,Marshall,20117,80468261579,10117,4300,241957,0,0,0,3555,310,0,0,0
KS,McPherson,20113,1.40797E+11,29180,11748,475684,0,0,0,7729,711,0,0,0
KS,Meade,20119,40239933300,4575,1713,114627,8.274971517,2.357873822,0.30234719,1379,116,0.180873694,0.051538226,0.260644129
KS,Miami,20121,1.60969E+11,32787,12161,613020,0,0,0,7259,1048,0,0,0
KS,Mitchell,20123,40246353300,6373,2790,118120,0,0,0,1991,141,0,0,0
KS,Montgomery,20125,2.61637E+11,35471,14382,634370,0,0,0,14582,1974,0,0,0
KS,Morris,20127,40255927300,5923,2554,118046,0,0,0,1677,183,0,0,0
KS,Morton,20129,20129964600,3233,1250,54567,2.182395142,0.620586291,0.051086323,1011,81,0.067503716,0.019195369,0.063069535
KS,Nemaha,20131,60394440600,10178,4115,189743,0,0,0,2964,202,0,0,0
KS,Neosho,20133,1.0067E+11,16512,6645,264430,0,0,0,6538,889,0,0,0
KS,Ness,20135,40271912300,3107,1365,123717,4.52276685,1.594001681,0.067302336,1015,70,0.145567005,0.051303562,0.096146194
KS,Norton,20137,20137951700,5671,2163,62472,56.52355759,12.72998213,2.033602344,1522,175,0.996712354,0.224475086,1.162058482
KS,Osage,20139,1.00695E+11,16295,6552,307412,0,0,0,5078,664,0,0,0
KS,Osborne,20141,20141474100,3858,1742,51220,16.46468362,6.677627143,0.53615307,1386,128,0.426767331,0.173085203,0.418869586
KS,Ottawa,20143,40286171300,6091,2456,136932,0,0,0,1614,165,0,0,0
KS,Pawnee,20145,40291940500,6973,2665,121667,245.7160336,85.62155748,4.100305971,2108,207,3.523820932,1.227901298,1.980824141
KS,Phillips,20147,60442425600,5642,2432,183870,0,0,0,1897,179,0,0,0
KS,Pottawatomie,20149,80596001000,21604,7878,278222,0,0,0,5995,482,0,0,0
KS,Pratt,20151,60455906100,9656,3956,185831,0,0,0,2980,275,0,0,0
KS,Rawlins,20153,20153950600,2519,1176,55855,9.740758119,3.773040595,0.284059888,957,88,0.38669147,0.149783271,0.322795327
KS,Reno,20155,3.42635E+11,64511,25794,904525,114.400885,56.81492133,6.836334569,21580,3288,0.17733547,0.08807013,0.207917718
KS,Republic,20157,60473934600,4980,2274,166524,0,0,0,1696,211,0,0,0
KS,Rice,20159,60479901600,10083,3906,183162,0,0,0,3568,378,0,0,0
KS,Riley,20161,2.82255E+11,71115,25796,845059,0,0,0,27740,1325,0,0,0
KS,Rooks,20163,40327949300,5181,2238,113722,0,0,0,1794,152,0,0,0
KS,Rush,20165,40331944300,3307,1511,116361,3.203951177,0.929821646,0.097751184,1035,149,0.096883918,0.028116772,0.065604821
KS,Russell,20167,40335947700,6970,3173,110635,415.0010115,170.4730299,4.509936301,2754,349,5.954103465,2.445811046,1.292245358
KS,Saline,20169,2.42028E+11,55606,22416,706158,0,0,0,19611,2295,0,0,0
KS,Scott,20171,20171957100,4936,1983,50909,0,0,0,1742,20,0,0,0
KS,Sedgwick,20173,2.50145E+12,498365,193502,7647665,0,0,0,175796,23902,0,0,0
KS,Seward,20175,1.0088E+11,22952,7460,274383,118.658361,56.12482192,7.142624722,9813,965,0.516984842,0.244531291,0.740168365
KS,Shawnee,20177,8.67611E+11,177934,72600,2577683,0,0,0,59333,9037,0,0,0
KS,Sheridan,20179,40359905300,2556,1099,119967,0.560139783,0.206966907,0.012460737,878,62,0.021914702,0.008097297,0.020097963
KS,Sherman,20181,40362907300,6010,2608,111901,2.162691702,0.870882557,0.076755236,2551,411,0.035984887,0.014490558,0.01867524
KS,Smith,20183,40366951700,3853,1748,104571,0,0,0,1433,121,0,0,0
KS,Stafford,20185,40370941300,4437,1907,116280,0,0,0,1731,175,0,0,0
KS,Stanton,20187,20187964100,2235,825,50703,0,0,0,883,41,0,0,0
KS,Stevens,20189,40379930300,5724,2044,121300,0,0,0,1577,99,0,0,0
KS,Sumner,20191,1.21152E+11,24132,9454,391241,0,0,0,7217,996,0,0,0
KS,Thomas,20193,40387906500,7900,3196,141203,17.46755625,3.453635469,0.188397038,1862,195,0.221108307,0.043716905,0.096613866
KS,Trego,20195,20195955800,3001,1358,57017,0,0,0,829,45,0,0,0
KS,Wabaunsee,20197,40394966300,7053,2737,131496,0,0,0,1855,98,0,0,0
KS,Wallace,20199,20199954100,1485,620,72188,1379.932726,425.8480008,48.14636103,477,51,92.92476269,28.67663305,94.40462947
KS,Washington,20201,40403957300,5799,2474,110483,0,0,0,1931,164,0,0,0
KS,Wichita,20203,20203957600,2234,891,59621,2019.68888,785.9491838,66.24963132,798,72,90.40684333,35.18125263,92.01337683
KS,Wilson,20205,80820389000,9409,3933,194800,0,0,0,4163,642,0,0,0
KS,Woodson,20207,40414193300,3309,1524,98193,0,0,0,1421,202,0,0,0
KS,Wyandotte,20209,1.41463E+12,157505,58399,2830536,0,0,0,79232,10600,0,0,0
KY,Adair,21001,1.47014E+11,18656,7285,319971,0,0,0,8249,1336,0,0,0
KY,Allen,21003,1.26024E+11,19956,7848,303654,0,0,0,8792,1290,0,0,0
KY,Anderson,21005,1.0503E+11,21421,8369,324025,0,0,0,6015,917,0,0,0
KY,Ballard,21007,63023850600,8249,3397,164103,0,0,0,3155,437,0,0,0
KY,Barren,21009,2.101E+11,42173,16999,497843,0,0,0,18743,3427,0,0,0
KY,Bath,21011,63035910600,11591,4587,115507,0,0,0,6641,1096,0,0,0
KY,Bell,21013,1.89126E+11,28691,11787,306845,0,0,0,17118,3422,0,0,0
KY,Boone,21015,4.62332E+11,118811,43216,1603261,0,0,0,26253,3478,0,0,0
KY,Bourbon,21017,1.26102E+11,19985,7976,333290,0,0,0,7925,1493,0,0,0
KY,Boyd,21019,2.73247E+11,49542,19787,654671,0,0,0,18531,3715,0,0,0
KY,Boyle,21021,1.47154E+11,28432,11075,359267,0,0,0,10627,2086,0,0,0
KY,Bracken,21023,63071850600,8488,3317,185296,0,0,0,3069,487,0,0,0
KY,Breathitt,21025,1.47181E+11,13878,5494,231387,0,0,0,8131,1967,0,0,0
KY,Breckinridge,21027,1.26168E+11,20059,7827,302291,0,0,0,8686,1278,0,0,0
KY,Bullitt,21029,3.78523E+11,74319,27673,1105435,0,0,0,20959,3384,0,0,0
KY,Butler,21031,1.0516E+11,12690,5057,217041,0,0,0,6539,1060,0,0,0
KY,Caldwell,21033,63101760600,12984,5393,167464,0,0,0,4868,1008,0,0,0
KY,Calloway,21035,1.89315E+11,37191,15530,466897,0,0,0,13989,1800,0,0,0
KY,Campbell,21037,5.25926E+11,90336,36069,1634138,0,0,0,26307,3557,0,0,0
KY,Carlisle,21039,63119880600,5104,2116,145248,0,0,0,2109,338,0,0,0
KY,Carroll,21041,63125850600,10811,4061,139894,0,0,0,5020,1017,0,0,0
KY,Carter,21043,1.47308E+11,27720,10760,328926,0,0,0,12087,1987,0,0,0
KY,Casey,21045,1.0523E+11,15955,6351,199485,0,0,0,8575,1385,0,0,0
KY,Christian,21047,3.99898E+11,73955,26144,803702,0,0,0,34383,4657,0,0,0
KY,Clark,21049,2.1049E+11,35613,14267,596317,0,0,0,12250,2728,0,0,0
KY,Clay,21051,1.26312E+11,21730,7732,181621,0,0,0,11794,2734,0,0,0
KY,Clinton,21053,63161910503,10272,4358,95382,0,0,0,6150,742,0,0,0
KY,Crittenden,21055,84223721000,9315,3781,189606,0,0,0,4303,464,0,0,0
KY,Cumberland,21057,42115900300,6856,2883,70712,0,0,0,3704,599,0,0,0
KY,Daviess,21059,4.84357E+11,96656,38619,1302549,0,0,0,35741,5118,0,0,0
KY,Edmonson,21061,84247741000,12161,4857,136755,0,0,0,5104,1080,0,0,0
KY,Elliott,21063,42127840300,7852,2773,71461,0,0,0,3831,941,0,0,0
KY,Estill,21065,84263681000,14672,5984,149578,0,0,0,8427,1951,0,0,0
KY,Fayette,21067,1.72749E+12,295803,123043,5487607,0,0,0,107637,15711,0,0,0
KY,Fleming,21069,84279681000,14348,5729,176013,0,0,0,6818,1190,0,0,0
KY,Floyd,21071,2.10719E+11,39451,16060,377024,0,0,0,20442,4350,0,0,0
KY,Franklin,21073,2.31804E+11,49285,20662,676903,0,0,0,15496,3475,0,0,0
KY,Fulton,21075,42151920300,6813,2864,81873,0,0,0,3142,750,0,0,0
KY,Gallatin,21077,42155920203,8589,3160,109044,0,0,0,3256,466,0,0,0
KY,Garrard,21079,84319881000,16912,6668,208669,0,0,0,7086,1394,0,0,0
KY,Grant,21081,84327681000,24662,8614,206143,0,0,0,9556,1771,0,0,0
KY,Graves,21083,1.89747E+11,37121,14978,467198,0,0,0,14158,2258,0,0,0
KY,Grayson,21085,1.47602E+11,25746,10082,304794,0,0,0,12363,2007,0,0,0
KY,Green,21087,84351721000,11258,4601,181268,0,0,0,5180,956,0,0,0
KY,Greenup,21089,1.89801E+11,36910,14671,486739,0,0,0,13139,2094,0,0,0
KY,Hancock,21091,63275880600,8565,3285,163667,0,0,0,3024,558,0,0,0
KY,Hardin,21093,4.64047E+11,105543,39853,1234597,0,0,0,37172,5326,0,0,0
KY,Harlan,21095,2.32056E+11,29278,11789,412009,0,0,0,16581,3336,0,0,0
KY,Harrison,21097,1.0549E+11,18846,7343,242687,0,0,0,7539,1128,0,0,0
KY,Hart,21099,1.055E+11,18199,7097,224062,0,0,0,9307,1492,0,0,0
KY,Henderson,21101,2.32111E+11,46250,18705,536471,0,0,0,17888,3380,0,0,0
