"SUMLEV","REGION","DIVISION","STATE","COUNTY","STNAME","CTYNAME","CENSUS2010POP","ESTIMATESBASE2010","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016"
50.00,2.00,4.00,19.00,97.00,"Iowa","Jackson County",19848.00,19848.00,19832.00,19724.00,19693.00,19549.00,19476.00,19454.00,19472.00
50.00,2.00,4.00,19.00,99.00,"Iowa","Jasper County",36842.00,36842.00,36819.00,36631.00,36566.00,36743.00,36830.00,36729.00,36708.00
50.00,2.00,4.00,19.00,101.00,"Iowa","Jefferson County",16843.00,16843.00,16825.00,17039.00,17201.00,17493.00,17671.00,17853.00,18090.00
50.00,2.00,4.00,19.00,103.00,"Iowa","Johnson County",130882.00,130882.00,131293.00,133715.00,136865.00,139773.00,142280.00,144567.00,146547.00
50.00,2.00,4.00,19.00,105.00,"Iowa","Jones County",20638.00,20636.00,20671.00,20739.00,20595.00,20494.00,20480.00,20395.00,20439.00
50.00,2.00,4.00,19.00,107.00,"Iowa","Keokuk County",10511.00,10511.00,10497.00,10368.00,10397.00,10305.00,10220.00,10129.00,10119.00
50.00,2.00,4.00,19.00,109.00,"Iowa","Kossuth County",15543.00,15543.00,15525.00,15392.00,15373.00,15282.00,15204.00,15155.00,15114.00
50.00,2.00,4.00,19.00,111.00,"Iowa","Lee County",35862.00,35862.00,35838.00,35586.00,35610.00,35359.00,35206.00,35071.00,34615.00
50.00,2.00,4.00,19.00,113.00,"Iowa","Linn County",211226.00,211229.00,211682.00,214022.00,215255.00,216077.00,217596.00,219792.00,221661.00
50.00,2.00,4.00,19.00,115.00,"Iowa","Louisa County",11387.00,11387.00,11362.00,11366.00,11340.00,11321.00,11222.00,11231.00,11142.00
50.00,2.00,4.00,19.00,117.00,"Iowa","Lucas County",8898.00,8898.00,8891.00,8838.00,8754.00,8722.00,8685.00,8692.00,8647.00
50.00,2.00,4.00,19.00,119.00,"Iowa","Lyon County",11581.00,11581.00,11567.00,11720.00,11772.00,11687.00,11690.00,11749.00,11754.00
50.00,2.00,4.00,19.00,121.00,"Iowa","Madison County",15679.00,15679.00,15734.00,15735.00,15639.00,15471.00,15602.00,15746.00,15848.00
50.00,2.00,4.00,19.00,123.00,"Iowa","Mahaska County",22381.00,22381.00,22401.00,22510.00,22419.00,22403.00,22326.00,22291.00,22181.00
50.00,2.00,4.00,19.00,125.00,"Iowa","Marion County",33309.00,33309.00,33232.00,33319.00,33315.00,33077.00,33261.00,33141.00,33189.00
50.00,2.00,4.00,19.00,127.00,"Iowa","Marshall County",40648.00,40648.00,40695.00,40990.00,41053.00,41004.00,40792.00,40512.00,40312.00
50.00,2.00,4.00,19.00,129.00,"Iowa","Mills County",15059.00,15059.00,15058.00,15014.00,14853.00,14859.00,14708.00,14815.00,14972.00
50.00,2.00,4.00,19.00,131.00,"Iowa","Mitchell County",10776.00,10772.00,10806.00,10721.00,10746.00,10718.00,10769.00,10787.00,10763.00
50.00,2.00,4.00,19.00,133.00,"Iowa","Monona County",9243.00,9242.00,9233.00,9262.00,9138.00,9092.00,8965.00,8974.00,8898.00
50.00,2.00,4.00,19.00,135.00,"Iowa","Monroe County",7970.00,7970.00,7986.00,8044.00,8066.00,7977.00,7960.00,7947.00,7870.00
50.00,2.00,4.00,19.00,137.00,"Iowa","Montgomery County",10740.00,10740.00,10703.00,10655.00,10567.00,10438.00,10443.00,10227.00,10225.00
50.00,2.00,4.00,19.00,139.00,"Iowa","Muscatine County",42745.00,42749.00,42735.00,42767.00,42884.00,42941.00,42961.00,43017.00,42940.00
50.00,2.00,4.00,19.00,141.00,"Iowa","O'Brien County",14398.00,14398.00,14398.00,14206.00,14161.00,14043.00,14062.00,13989.00,14020.00
50.00,2.00,4.00,19.00,143.00,"Iowa","Osceola County",6462.00,6462.00,6453.00,6308.00,6180.00,6206.00,6193.00,6127.00,6064.00
50.00,2.00,4.00,19.00,145.00,"Iowa","Page County",15932.00,15943.00,15940.00,15926.00,15750.00,15554.00,15544.00,15521.00,15391.00
50.00,2.00,4.00,19.00,147.00,"Iowa","Palo Alto County",9421.00,9421.00,9394.00,9360.00,9281.00,9182.00,9126.00,9139.00,9047.00
50.00,2.00,4.00,19.00,149.00,"Iowa","Plymouth County",24986.00,24981.00,24968.00,24831.00,24888.00,24945.00,24913.00,24913.00,25200.00
50.00,2.00,4.00,19.00,151.00,"Iowa","Pocahontas County",7310.00,7310.00,7277.00,7218.00,7161.00,7145.00,7123.00,6991.00,6886.00
50.00,2.00,4.00,19.00,153.00,"Iowa","Polk County",430640.00,430635.00,432282.00,437807.00,443821.00,451461.00,459780.00,466688.00,474045.00
50.00,2.00,4.00,19.00,155.00,"Iowa","Pottawattamie County",93158.00,93149.00,93368.00,93450.00,92887.00,92814.00,93174.00,93534.00,93582.00
50.00,2.00,4.00,19.00,157.00,"Iowa","Poweshiek County",18914.00,18914.00,18908.00,18867.00,18766.00,18632.00,18667.00,18512.00,18533.00
50.00,2.00,4.00,19.00,159.00,"Iowa","Ringgold County",5131.00,5131.00,5122.00,5098.00,5082.00,5036.00,5031.00,5054.00,5068.00
50.00,2.00,4.00,19.00,161.00,"Iowa","Sac County",10350.00,10350.00,10352.00,10235.00,10177.00,10050.00,10060.00,10009.00,9876.00
50.00,2.00,4.00,19.00,163.00,"Iowa","Scott County",165224.00,165224.00,165747.00,167046.00,168840.00,170551.00,171546.00,172170.00,172474.00
50.00,2.00,4.00,19.00,165.00,"Iowa","Shelby County",12167.00,12167.00,12165.00,12031.00,12082.00,11964.00,11962.00,11913.00,11800.00
50.00,2.00,4.00,19.00,167.00,"Iowa","Sioux County",33704.00,33704.00,33733.00,34030.00,34339.00,34494.00,34622.00,34752.00,34898.00
50.00,2.00,4.00,19.00,169.00,"Iowa","Story County",89542.00,89542.00,89634.00,90864.00,91799.00,93569.00,95366.00,96346.00,97090.00
50.00,2.00,4.00,19.00,171.00,"Iowa","Tama County",17767.00,17767.00,17725.00,17635.00,17536.00,17512.00,17405.00,17341.00,17319.00
50.00,2.00,4.00,19.00,173.00,"Iowa","Taylor County",6317.00,6317.00,6315.00,6283.00,6237.00,6210.00,6155.00,6229.00,6216.00
50.00,2.00,4.00,19.00,175.00,"Iowa","Union County",12534.00,12534.00,12520.00,12570.00,12599.00,12606.00,12621.00,12447.00,12420.00
50.00,2.00,4.00,19.00,177.00,"Iowa","Van Buren County",7570.00,7570.00,7559.00,7514.00,7456.00,7438.00,7410.00,7325.00,7271.00
50.00,2.00,4.00,19.00,179.00,"Iowa","Wapello County",35625.00,35625.00,35648.00,35434.00,35357.00,35379.00,35244.00,35248.00,34982.00
50.00,2.00,4.00,19.00,181.00,"Iowa","Warren County",46225.00,46228.00,46332.00,46678.00,46991.00,47452.00,48010.00,48706.00,49691.00
50.00,2.00,4.00,19.00,183.00,"Iowa","Washington County",21704.00,21704.00,21696.00,21837.00,21928.00,22017.00,22097.00,22251.00,22281.00
50.00,2.00,4.00,19.00,185.00,"Iowa","Wayne County",6403.00,6403.00,6400.00,6367.00,6364.00,6422.00,6392.00,6386.00,6452.00
50.00,2.00,4.00,19.00,187.00,"Iowa","Webster County",38013.00,38013.00,37876.00,37727.00,37252.00,37256.00,36983.00,36992.00,36769.00
50.00,2.00,4.00,19.00,189.00,"Iowa","Winnebago County",10866.00,10866.00,10840.00,10727.00,10634.00,10477.00,10593.00,10567.00,10631.00
50.00,2.00,4.00,19.00,191.00,"Iowa","Winneshiek County",21056.00,21058.00,21065.00,21045.00,21042.00,20862.00,20728.00,20754.00,20561.00
50.00,2.00,4.00,19.00,193.00,"Iowa","Woodbury County",102172.00,102177.00,102363.00,102649.00,102330.00,102242.00,102314.00,102464.00,102779.00
50.00,2.00,4.00,19.00,195.00,"Iowa","Worth County",7598.00,7598.00,7583.00,7583.00,7525.00,7541.00,7605.00,7562.00,7572.00
50.00,2.00,4.00,19.00,197.00,"Iowa","Wright County",13229.00,13229.00,13197.00,13039.00,13019.00,12969.00,12883.00,12803.00,12779.00
50.00,2.00,4.00,20.00,1.00,"Kansas","Allen County",13371.00,13371.00,13355.00,13344.00,13336.00,13080.00,12903.00,12724.00,12714.00
50.00,2.00,4.00,20.00,3.00,"Kansas","Anderson County",8102.00,8102.00,8092.00,8046.00,7912.00,7845.00,7880.00,7824.00,7827.00
50.00,2.00,4.00,20.00,5.00,"Kansas","Atchison County",16924.00,16924.00,16868.00,16778.00,16793.00,16696.00,16509.00,16409.00,16380.00
50.00,2.00,4.00,20.00,7.00,"Kansas","Barber County",4861.00,4861.00,4838.00,4914.00,4866.00,4914.00,4878.00,4821.00,4688.00
50.00,2.00,4.00,20.00,9.00,"Kansas","Barton County",27674.00,27674.00,27683.00,27676.00,27515.00,27425.00,27262.00,27092.00,26775.00
50.00,2.00,4.00,20.00,11.00,"Kansas","Bourbon County",15173.00,15173.00,15143.00,14925.00,14844.00,14796.00,14774.00,14724.00,14617.00
50.00,2.00,4.00,20.00,13.00,"Kansas","Brown County",9984.00,9984.00,9978.00,9989.00,9879.00,9940.00,9804.00,9745.00,9684.00
50.00,2.00,4.00,20.00,15.00,"Kansas","Butler County",65880.00,65880.00,65914.00,65870.00,65781.00,65835.00,66077.00,66601.00,67025.00
50.00,2.00,4.00,20.00,17.00,"Kansas","Chase County",2790.00,2790.00,2792.00,2789.00,2752.00,2701.00,2673.00,2676.00,2669.00
50.00,2.00,4.00,20.00,19.00,"Kansas","Chautauqua County",3669.00,3669.00,3647.00,3614.00,3565.00,3546.00,3473.00,3392.00,3374.00
50.00,2.00,4.00,20.00,21.00,"Kansas","Cherokee County",21603.00,21603.00,21549.00,21373.00,21201.00,20908.00,20769.00,20561.00,20246.00
50.00,2.00,4.00,20.00,23.00,"Kansas","Cheyenne County",2726.00,2726.00,2720.00,2705.00,2677.00,2678.00,2694.00,2687.00,2661.00
50.00,2.00,4.00,20.00,25.00,"Kansas","Clark County",2215.00,2215.00,2201.00,2137.00,2179.00,2194.00,2120.00,2089.00,2072.00
50.00,2.00,4.00,20.00,27.00,"Kansas","Clay County",8535.00,8535.00,8541.00,8513.00,8508.00,8401.00,8338.00,8340.00,8143.00
50.00,2.00,4.00,20.00,29.00,"Kansas","Cloud County",9533.00,9533.00,9525.00,9405.00,9407.00,9370.00,9348.00,9235.00,9150.00
50.00,2.00,4.00,20.00,31.00,"Kansas","Coffey County",8601.00,8598.00,8589.00,8515.00,8507.00,8424.00,8440.00,8359.00,8433.00
50.00,2.00,4.00,20.00,33.00,"Kansas","Comanche County",1891.00,1891.00,1888.00,1885.00,1910.00,1922.00,1945.00,1839.00,1862.00
50.00,2.00,4.00,20.00,35.00,"Kansas","Cowley County",36311.00,36311.00,36300.00,36240.00,36262.00,36181.00,35911.00,35777.00,35753.00
50.00,2.00,4.00,20.00,37.00,"Kansas","Crawford County",39134.00,39134.00,39177.00,39198.00,39369.00,39312.00,39327.00,39231.00,39164.00
50.00,2.00,4.00,20.00,39.00,"Kansas","Decatur County",2961.00,2961.00,2946.00,2918.00,2877.00,2905.00,2890.00,2926.00,2832.00
50.00,2.00,4.00,20.00,41.00,"Kansas","Dickinson County",19754.00,19754.00,19779.00,19707.00,19731.00,19477.00,19354.00,19292.00,19064.00
50.00,2.00,4.00,20.00,43.00,"Kansas","Doniphan County",7945.00,7945.00,7948.00,7951.00,7869.00,7844.00,7833.00,7756.00,7664.00
50.00,2.00,4.00,20.00,45.00,"Kansas","Douglas County",110826.00,110826.00,111245.00,112424.00,113304.00,114672.00,116430.00,117915.00,119440.00
50.00,2.00,4.00,20.00,47.00,"Kansas","Edwards County",3037.00,3037.00,3050.00,3028.00,2980.00,2965.00,3022.00,2970.00,2938.00
50.00,2.00,4.00,20.00,49.00,"Kansas","Elk County",2882.00,2882.00,2873.00,2799.00,2678.00,2647.00,2699.00,2602.00,2547.00
50.00,2.00,4.00,20.00,51.00,"Kansas","Ellis County",28452.00,28452.00,28445.00,28779.00,29125.00,29089.00,29027.00,29024.00,28893.00
50.00,2.00,4.00,20.00,53.00,"Kansas","Ellsworth County",6497.00,6497.00,6518.00,6469.00,6471.00,6382.00,6365.00,6330.00,6328.00
50.00,2.00,4.00,20.00,55.00,"Kansas","Finney County",36776.00,36776.00,36957.00,37131.00,37114.00,37031.00,37048.00,37000.00,36722.00
50.00,2.00,4.00,20.00,57.00,"Kansas","Ford County",33848.00,33848.00,34041.00,34410.00,34729.00,34829.00,34667.00,34263.00,33971.00
50.00,2.00,4.00,20.00,59.00,"Kansas","Franklin County",25992.00,25996.00,26009.00,25879.00,25859.00,25770.00,25567.00,25559.00,25560.00
50.00,2.00,4.00,20.00,61.00,"Kansas","Geary County",34362.00,34362.00,35284.00,35301.00,37947.00,36893.00,36682.00,36981.00,35586.00
50.00,2.00,4.00,20.00,63.00,"Kansas","Gove County",2695.00,2695.00,2681.00,2691.00,2722.00,2761.00,2710.00,2657.00,2589.00
50.00,2.00,4.00,20.00,65.00,"Kansas","Graham County",2597.00,2597.00,2606.00,2635.00,2587.00,2592.00,2553.00,2589.00,2564.00
50.00,2.00,4.00,20.00,67.00,"Kansas","Grant County",7829.00,7829.00,7834.00,7884.00,7824.00,7822.00,7758.00,7690.00,7646.00
50.00,2.00,4.00,20.00,69.00,"Kansas","Gray County",6006.00,6006.00,6026.00,6104.00,5983.00,5996.00,6078.00,6095.00,6034.00
50.00,2.00,4.00,20.00,71.00,"Kansas","Greeley County",1247.00,1247.00,1259.00,1254.00,1270.00,1292.00,1302.00,1317.00,1296.00
50.00,2.00,4.00,20.00,73.00,"Kansas","Greenwood County",6689.00,6689.00,6673.00,6607.00,6440.00,6375.00,6308.00,6244.00,6151.00
50.00,2.00,4.00,20.00,75.00,"Kansas","Hamilton County",2690.00,2690.00,2706.00,2629.00,2635.00,2593.00,2590.00,2481.00,2536.00
50.00,2.00,4.00,20.00,77.00,"Kansas","Harper County",6034.00,6034.00,6018.00,5939.00,5859.00,5844.00,5821.00,5781.00,5685.00
50.00,2.00,4.00,20.00,79.00,"Kansas","Harvey County",34684.00,34684.00,34740.00,34707.00,34796.00,34784.00,34670.00,34908.00,34913.00
50.00,2.00,4.00,20.00,81.00,"Kansas","Haskell County",4256.00,4256.00,4273.00,4216.00,4196.00,4101.00,4076.00,4058.00,4006.00
50.00,2.00,4.00,20.00,83.00,"Kansas","Hodgeman County",1916.00,1916.00,1915.00,1988.00,1964.00,1954.00,1911.00,1896.00,1870.00
50.00,2.00,4.00,20.00,85.00,"Kansas","Jackson County",13462.00,13462.00,13472.00,13448.00,13417.00,13332.00,13456.00,13328.00,13291.00
50.00,2.00,4.00,20.00,87.00,"Kansas","Jefferson County",19126.00,19124.00,19133.00,18983.00,18921.00,18835.00,18863.00,18886.00,18897.00
50.00,2.00,4.00,20.00,89.00,"Kansas","Jewell County",3077.00,3077.00,3067.00,3090.00,3040.00,3059.00,3038.00,2978.00,2901.00
50.00,2.00,4.00,20.00,91.00,"Kansas","Johnson County",544179.00,544179.00,545816.00,552855.00,559515.00,566393.00,573024.00,578758.00,584451.00
50.00,2.00,4.00,20.00,93.00,"Kansas","Kearny County",3977.00,3977.00,3990.00,3967.00,3983.00,3921.00,3944.00,3948.00,3917.00
50.00,2.00,4.00,20.00,95.00,"Kansas","Kingman County",7858.00,7858.00,7841.00,7898.00,7831.00,7829.00,7704.00,7653.00,7467.00
50.00,2.00,4.00,20.00,97.00,"Kansas","Kiowa County",2553.00,2553.00,2562.00,2557.00,2505.00,2527.00,2525.00,2558.00,2483.00
50.00,2.00,4.00,20.00,99.00,"Kansas","Labette County",21607.00,21607.00,21544.00,21424.00,21206.00,20913.00,20852.00,20749.00,20444.00
50.00,2.00,4.00,20.00,101.00,"Kansas","Lane County",1750.00,1750.00,1738.00,1764.00,1701.00,1718.00,1685.00,1663.00,1636.00
50.00,2.00,4.00,20.00,103.00,"Kansas","Leavenworth County",76227.00,76227.00,76543.00,77102.00,77713.00,78141.00,78658.00,79207.00,80204.00
50.00,2.00,4.00,20.00,105.00,"Kansas","Lincoln County",3241.00,3241.00,3233.00,3216.00,3170.00,3143.00,3158.00,3126.00,3073.00
50.00,2.00,4.00,20.00,107.00,"Kansas","Linn County",9656.00,9656.00,9635.00,9606.00,9482.00,9515.00,9502.00,9561.00,9558.00
50.00,2.00,4.00,20.00,109.00,"Kansas","Logan County",2756.00,2756.00,2774.00,2764.00,2792.00,2780.00,2784.00,2814.00,2831.00
50.00,2.00,4.00,20.00,111.00,"Kansas","Lyon County",33690.00,33690.00,33642.00,33654.00,33534.00,33517.00,33201.00,33243.00,33510.00
50.00,2.00,4.00,20.00,115.00,"Kansas","Marion County",12660.00,12660.00,12664.00,12546.00,12379.00,12234.00,12221.00,12120.00,12112.00
50.00,2.00,4.00,20.00,117.00,"Kansas","Marshall County",10117.00,10117.00,10109.00,9999.00,10065.00,10020.00,9990.00,9906.00,9836.00
50.00,2.00,4.00,20.00,113.00,"Kansas","McPherson County",29180.00,29180.00,29142.00,29213.00,29341.00,29596.00,29134.00,28944.00,28804.00
50.00,2.00,4.00,20.00,119.00,"Kansas","Meade County",4575.00,4575.00,4591.00,4524.00,4397.00,4295.00,4353.00,4288.00,4216.00
50.00,2.00,4.00,20.00,121.00,"Kansas","Miami County",32787.00,32783.00,32876.00,32714.00,32622.00,32807.00,32817.00,32727.00,32964.00
50.00,2.00,4.00,20.00,123.00,"Kansas","Mitchell County",6373.00,6373.00,6346.00,6296.00,6334.00,6330.00,6271.00,6319.00,6243.00
50.00,2.00,4.00,20.00,125.00,"Kansas","Montgomery County",35471.00,35471.00,35383.00,34764.00,34447.00,34361.00,33957.00,33316.00,32746.00
50.00,2.00,4.00,20.00,127.00,"Kansas","Morris County",5923.00,5923.00,5911.00,5860.00,5852.00,5717.00,5678.00,5650.00,5573.00
50.00,2.00,4.00,20.00,129.00,"Kansas","Morton County",3233.00,3233.00,3237.00,3171.00,3133.00,3133.00,3058.00,2992.00,2848.00
50.00,2.00,4.00,20.00,131.00,"Kansas","Nemaha County",10178.00,10178.00,10171.00,10136.00,10117.00,10158.00,10162.00,10209.00,10241.00
50.00,2.00,4.00,20.00,133.00,"Kansas","Neosho County",16512.00,16512.00,16495.00,16469.00,16462.00,16451.00,16396.00,16333.00,16146.00
50.00,2.00,4.00,20.00,135.00,"Kansas","Ness County",3107.00,3107.00,3107.00,3124.00,3083.00,3087.00,3089.00,3015.00,2962.00
50.00,2.00,4.00,20.00,137.00,"Kansas","Norton County",5671.00,5671.00,5657.00,5670.00,5597.00,5620.00,5528.00,5552.00,5493.00
50.00,2.00,4.00,20.00,139.00,"Kansas","Osage County",16295.00,16295.00,16292.00,16340.00,16170.00,16088.00,15991.00,15912.00,15843.00
50.00,2.00,4.00,20.00,141.00,"Kansas","Osborne County",3858.00,3858.00,3836.00,3846.00,3818.00,3815.00,3772.00,3684.00,3642.00
50.00,2.00,4.00,20.00,143.00,"Kansas","Ottawa County",6091.00,6091.00,6095.00,6086.00,6062.00,6060.00,6032.00,5946.00,5920.00
50.00,2.00,4.00,20.00,145.00,"Kansas","Pawnee County",6973.00,6973.00,6970.00,7013.00,6894.00,6910.00,6849.00,6805.00,6743.00
50.00,2.00,4.00,20.00,147.00,"Kansas","Phillips County",5642.00,5642.00,5625.00,5540.00,5516.00,5554.00,5492.00,5431.00,5428.00
50.00,2.00,4.00,20.00,149.00,"Kansas","Pottawatomie County",21604.00,21604.00,21714.00,22032.00,22335.00,22611.00,22799.00,23194.00,23661.00
50.00,2.00,4.00,20.00,151.00,"Kansas","Pratt County",9656.00,9656.00,9645.00,9650.00,9772.00,9798.00,9775.00,9718.00,9584.00
50.00,2.00,4.00,20.00,153.00,"Kansas","Rawlins County",2519.00,2519.00,2502.00,2542.00,2540.00,2591.00,2565.00,2538.00,2549.00
50.00,2.00,4.00,20.00,155.00,"Kansas","Reno County",64511.00,64511.00,64565.00,64422.00,64245.00,64168.00,63737.00,63647.00,63220.00
50.00,2.00,4.00,20.00,157.00,"Kansas","Republic County",4980.00,4980.00,4943.00,4901.00,4847.00,4794.00,4776.00,4722.00,4699.00
50.00,2.00,4.00,20.00,159.00,"Kansas","Rice County",10083.00,10083.00,10107.00,10090.00,10000.00,9985.00,9986.00,9943.00,9831.00
50.00,2.00,4.00,20.00,161.00,"Kansas","Riley County",71115.00,71131.00,71606.00,73338.00,76273.00,75502.00,74698.00,75312.00,73343.00
50.00,2.00,4.00,20.00,163.00,"Kansas","Rooks County",5181.00,5181.00,5181.00,5195.00,5212.00,5181.00,5173.00,5159.00,5076.00
50.00,2.00,4.00,20.00,165.00,"Kansas","Rush County",3307.00,3307.00,3317.00,3201.00,3208.00,3179.00,3171.00,3102.00,3058.00
50.00,2.00,4.00,20.00,167.00,"Kansas","Russell County",6970.00,6970.00,6990.00,6972.00,6978.00,6955.00,6989.00,7029.00,6988.00
50.00,2.00,4.00,20.00,169.00,"Kansas","Saline County",55606.00,55606.00,55772.00,55726.00,55838.00,55726.00,55514.00,55516.00,55142.00
50.00,2.00,4.00,20.00,171.00,"Kansas","Scott County",4936.00,4936.00,4950.00,4905.00,4870.00,4922.00,4985.00,4980.00,5032.00
50.00,2.00,4.00,20.00,173.00,"Kansas","Sedgwick County",498365.00,498365.00,499320.00,500900.00,503945.00,506141.00,508666.00,510360.00,511995.00
50.00,2.00,4.00,20.00,175.00,"Kansas","Seward County",22952.00,22952.00,22983.00,23171.00,23403.00,23355.00,23299.00,23159.00,22709.00
50.00,2.00,4.00,20.00,177.00,"Kansas","Shawnee County",177934.00,177934.00,178351.00,178908.00,178980.00,178661.00,178509.00,178541.00,178146.00
50.00,2.00,4.00,20.00,179.00,"Kansas","Sheridan County",2556.00,2556.00,2549.00,2543.00,2531.00,2534.00,2535.00,2501.00,2509.00
50.00,2.00,4.00,20.00,181.00,"Kansas","Sherman County",6010.00,6010.00,6009.00,6033.00,6106.00,6077.00,6064.00,5976.00,5965.00
50.00,2.00,4.00,20.00,183.00,"Kansas","Smith County",3853.00,3853.00,3860.00,3790.00,3751.00,3703.00,3725.00,3693.00,3632.00
50.00,2.00,4.00,20.00,185.00,"Kansas","Stafford County",4437.00,4437.00,4420.00,4382.00,4343.00,4340.00,4293.00,4236.00,4208.00
50.00,2.00,4.00,20.00,187.00,"Kansas","Stanton County",2235.00,2235.00,2247.00,2217.00,2163.00,2172.00,2125.00,2053.00,2062.00
50.00,2.00,4.00,20.00,189.00,"Kansas","Stevens County",5724.00,5724.00,5743.00,5639.00,5748.00,5813.00,5812.00,5731.00,5584.00
50.00,2.00,4.00,20.00,191.00,"Kansas","Sumner County",24132.00,24132.00,24096.00,23845.00,23701.00,23609.00,23471.00,23494.00,23272.00
50.00,2.00,4.00,20.00,193.00,"Kansas","Thomas County",7900.00,7900.00,7941.00,7945.00,7938.00,7951.00,7850.00,7915.00,7892.00
50.00,2.00,4.00,20.00,195.00,"Kansas","Trego County",3001.00,3001.00,2991.00,2974.00,2969.00,2964.00,2908.00,2923.00,2872.00
50.00,2.00,4.00,20.00,197.00,"Kansas","Wabaunsee County",7053.00,7053.00,7032.00,7032.00,7007.00,7027.00,6972.00,6905.00,6891.00
50.00,2.00,4.00,20.00,199.00,"Kansas","Wallace County",1485.00,1485.00,1483.00,1524.00,1528.00,1566.00,1509.00,1513.00,1497.00
50.00,2.00,4.00,20.00,201.00,"Kansas","Washington County",5799.00,5799.00,5781.00,5831.00,5726.00,5627.00,5602.00,5564.00,5546.00
50.00,2.00,4.00,20.00,203.00,"Kansas","Wichita County",2234.00,2234.00,2241.00,2262.00,2230.00,2185.00,2170.00,2145.00,2112.00
50.00,2.00,4.00,20.00,205.00,"Kansas","Wilson County",9409.00,9409.00,9406.00,9243.00,9126.00,9090.00,8989.00,8852.00,8723.00
50.00,2.00,4.00,20.00,207.00,"Kansas","Woodson County",3309.00,3309.00,3304.00,3312.00,3267.00,3205.00,3168.00,3124.00,3165.00
50.00,2.00,4.00,20.00,209.00,"Kansas","Wyandotte County",157505.00,157505.00,157678.00,157973.00,159360.00,160744.00,161855.00,163095.00,163831.00
50.00,3.00,6.00,21.00,1.00,"Kentucky","Adair County",18656.00,18656.00,18742.00,18978.00,18931.00,19095.00,19210.00,19264.00,19280.00
50.00,3.00,6.00,21.00,3.00,"Kentucky","Allen County",19956.00,19967.00,20033.00,20171.00,20232.00,20278.00,20405.00,20561.00,20631.00
50.00,3.00,6.00,21.00,5.00,"Kentucky","Anderson County",21421.00,21417.00,21448.00,21548.00,21660.00,21731.00,21858.00,21929.00,22158.00
50.00,3.00,6.00,21.00,7.00,"Kentucky","Ballard County",8249.00,8247.00,8257.00,8289.00,8311.00,8277.00,8217.00,8219.00,8054.00
50.00,3.00,6.00,21.00,9.00,"Kentucky","Barren County",42173.00,42173.00,42126.00,42373.00,42645.00,42996.00,43126.00,43676.00,43993.00
50.00,3.00,6.00,21.00,11.00,"Kentucky","Bath County",11591.00,11585.00,11609.00,11707.00,11802.00,12004.00,12173.00,12261.00,12327.00
50.00,3.00,6.00,21.00,13.00,"Kentucky","Bell County",28691.00,28691.00,28710.00,28635.00,28247.00,27971.00,27750.00,27294.00,27117.00
50.00,3.00,6.00,21.00,15.00,"Kentucky","Boone County",118811.00,118819.00,119362.00,121449.00,122847.00,123998.00,125735.00,127163.00,128536.00
50.00,3.00,6.00,21.00,17.00,"Kentucky","Bourbon County",19985.00,19980.00,19942.00,19982.00,19985.00,19946.00,19988.00,20073.00,20030.00
50.00,3.00,6.00,21.00,19.00,"Kentucky","Boyd County",49542.00,49538.00,49622.00,49409.00,49256.00,48907.00,48795.00,48488.00,48132.00
50.00,3.00,6.00,21.00,21.00,"Kentucky","Boyle County",28432.00,28420.00,28631.00,28756.00,28993.00,29621.00,29809.00,29807.00,30018.00
50.00,3.00,6.00,21.00,23.00,"Kentucky","Bracken County",8488.00,8488.00,8503.00,8501.00,8468.00,8436.00,8389.00,8329.00,8400.00
50.00,3.00,6.00,21.00,25.00,"Kentucky","Breathitt County",13878.00,13876.00,13856.00,13839.00,13657.00,13584.00,13425.00,13430.00,13284.00
50.00,3.00,6.00,21.00,27.00,"Kentucky","Breckinridge County",20059.00,20042.00,20039.00,20274.00,20095.00,20053.00,19897.00,19993.00,19961.00
50.00,3.00,6.00,21.00,29.00,"Kentucky","Bullitt County",74319.00,74319.00,74503.00,75298.00,75947.00,76863.00,78022.00,78653.00,79151.00
50.00,3.00,6.00,21.00,31.00,"Kentucky","Butler County",12690.00,12690.00,12719.00,12765.00,12794.00,12796.00,12843.00,12860.00,12845.00
50.00,3.00,6.00,21.00,33.00,"Kentucky","Caldwell County",12984.00,12984.00,12989.00,12988.00,12938.00,12816.00,12780.00,12690.00,12568.00
50.00,3.00,6.00,21.00,35.00,"Kentucky","Calloway County",37191.00,37191.00,37363.00,37675.00,38057.00,38293.00,38282.00,38441.00,38437.00
50.00,3.00,6.00,21.00,37.00,"Kentucky","Campbell County",90336.00,90336.00,90610.00,90976.00,90780.00,90873.00,91490.00,91925.00,92211.00
50.00,3.00,6.00,21.00,39.00,"Kentucky","Carlisle County",5104.00,5104.00,5100.00,5046.00,5042.00,4980.00,4988.00,4903.00,4855.00
50.00,3.00,6.00,21.00,41.00,"Kentucky","Carroll County",10811.00,10811.00,10804.00,10979.00,10869.00,10854.00,10758.00,10718.00,10679.00
50.00,3.00,6.00,21.00,43.00,"Kentucky","Carter County",27720.00,27718.00,27736.00,27427.00,27473.00,27398.00,27318.00,27224.00,27046.00
50.00,3.00,6.00,21.00,45.00,"Kentucky","Casey County",15955.00,15952.00,15954.00,15958.00,16081.00,16092.00,15837.00,15815.00,15815.00
